h3_cell,CreationDate,when_did_you_lose_water,when_did_you_regain_water,to_what_extent_did_you_lose_wat
892a8d91417ffff,2025-01-09T19:58:52+00:00,2025-01-07T19:55:00+00:00,,Fully lost water
892a8d9b187ffff,2025-01-09T19:58:56+00:00,2025-01-07T00:58:00+00:00,2025-01-08T22:48:00+00:00,Fully lost water
892a8d91143ffff,2025-01-09T19:58:57+00:00,,,Water pressure was reduced
892a8d91c5bffff,2025-01-09T19:59:05+00:00,2025-01-06T05:01:00+00:00,2025-01-09T14:30:00+00:00,Fully lost water
892a8d9025bffff,2025-01-09T19:59:14+00:00,2025-01-07T14:00:00+00:00,2025-01-09T14:00:00+00:00,Fully lost water
892a8d98523ffff,2025-01-09T19:59:17+00:00,2025-01-06T19:58:00+00:00,2025-01-09T12:00:00+00:00,Down to just a trickle
892a8d9a077ffff,2025-01-09T19:59:33+00:00,2025-01-07T19:55:00+00:00,2025-01-08T19:55:00+00:00,Fully lost water
892aab64b6bffff,2025-01-09T19:59:33+00:00,2025-01-06T19:59:00+00:00,2025-01-09T19:59:00+00:00,Fully lost water
892a8d9a98fffff,2025-01-09T19:59:35+00:00,2025-01-07T09:00:00+00:00,,Down to just a trickle
892a8d9a463ffff,2025-01-09T19:59:41+00:00,2025-01-06T19:58:00+00:00,2025-01-09T17:00:00+00:00,Fully lost water
892a8d9a22fffff,2025-01-09T19:59:50+00:00,2025-01-06T19:59:00+00:00,2025-01-09T14:00:00+00:00,Fully lost water
892a8d9a15bffff,2025-01-09T20:00:04+00:00,2025-01-06T23:30:00+00:00,2025-01-09T11:30:00+00:00,Fully lost water
892a8d91a47ffff,2025-01-09T20:00:06+00:00,2025-01-07T10:00:00+00:00,,Fully lost water
892a8d9a627ffff,2025-01-09T20:00:11+00:00,2025-01-07T00:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a317ffff,2025-01-09T20:00:15+00:00,2025-01-06T20:00:00+00:00,2025-01-09T12:30:00+00:00,Down to just a trickle
892aab65963ffff,2025-01-09T20:00:16+00:00,2025-01-06T19:59:00+00:00,2025-01-08T19:59:00+00:00,Fully lost water
892a8d916d3ffff,2025-01-09T20:00:22+00:00,2025-01-07T17:00:00+00:00,2025-01-09T02:00:00+00:00,Fully lost water
892a8d91633ffff,2025-01-09T20:00:35+00:00,2025-01-07T20:00:00+00:00,2025-01-09T14:03:00+00:00,Fully lost water
892a8d98493ffff,2025-01-09T20:00:39+00:00,2025-01-06T21:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892aab64b47ffff,2025-01-09T20:00:44+00:00,2025-01-06T20:00:00+00:00,2025-01-09T20:00:00+00:00,Fully lost water
892a8d91a17ffff,2025-01-09T20:00:46+00:00,2025-01-06T11:30:00+00:00,,Fully lost water
892a8d9a8cbffff,2025-01-09T20:00:59+00:00,2025-01-06T20:00:00+00:00,2025-01-09T19:00:00+00:00,Water pressure was reduced
892a8d91343ffff,2025-01-09T20:01:10+00:00,2025-01-07T04:00:00+00:00,2025-01-09T18:00:00+00:00,Down to just a trickle
892aab64943ffff,2025-01-09T20:01:11+00:00,2025-01-06T20:00:00+00:00,2025-01-09T05:00:00+00:00,Fully lost water
892a8d9a313ffff,2025-01-09T20:01:13+00:00,2025-01-06T21:00:00+00:00,2025-01-09T10:00:00+00:00,Fully lost water
892a8d9805bffff,2025-01-09T20:01:17+00:00,2025-01-07T20:00:00+00:00,2025-01-09T20:00:00+00:00,Water pressure was reduced
892a8d91a07ffff,2025-01-09T20:01:18+00:00,2025-01-07T11:00:00+00:00,2025-01-09T17:00:00+00:00,Fully lost water
892aab64bafffff,2025-01-09T20:01:23+00:00,2025-01-07T14:00:00+00:00,2025-01-08T21:45:00+00:00,Fully lost water
892a8d9a6b7ffff,2025-01-09T20:01:26+00:00,2025-01-07T03:01:00+00:00,2025-01-09T05:01:00+00:00,Fully lost water
892a8d9a86bffff,2025-01-09T20:01:31+00:00,2025-01-07T11:41:00+00:00,2025-01-09T14:00:00+00:00,Down to just a trickle
892aab64b37ffff,2025-01-09T20:01:37+00:00,2025-01-06T20:00:00+00:00,2025-01-08T20:00:00+00:00,Fully lost water
892a8d91293ffff,2025-01-09T20:01:46+00:00,,2025-01-08T20:01:00+00:00,Water pressure was reduced
892a8d9a6a3ffff,2025-01-09T20:01:58+00:00,2025-01-06T21:00:00+00:00,2025-01-09T15:20:00+00:00,Fully lost water
892a8d9ac13ffff,2025-01-09T20:02:06+00:00,2025-01-06T20:00:00+00:00,2025-01-08T16:00:00+00:00,Fully lost water
892a8d9124bffff,2025-01-09T20:02:11+00:00,2025-01-08T03:01:00+00:00,2025-01-08T21:01:00+00:00,Water pressure was reduced
892a8d9166bffff,2025-01-09T20:02:30+00:00,2025-01-07T09:58:00+00:00,2025-01-09T14:01:00+00:00,Fully lost water
892a8d9a2bbffff,2025-01-09T20:02:36+00:00,2025-01-06T22:02:00+00:00,2025-01-09T04:02:00+00:00,Fully lost water
892a8d985a7ffff,2025-01-09T20:02:36+00:00,,,Water pressure was reduced
892a8d91a17ffff,2025-01-09T20:02:53+00:00,2025-01-07T10:00:00+00:00,,Fully lost water
892a8d9a5d7ffff,2025-01-09T20:02:58+00:00,2025-01-07T12:45:00+00:00,2025-01-09T17:00:00+00:00,Fully lost water
892a8d916c3ffff,2025-01-09T20:03:01+00:00,2025-01-07T14:00:00+00:00,2025-01-10T01:00:00+00:00,Fully lost water
892a8d99d13ffff,2025-01-09T20:03:19+00:00,,,"Not at all, flow was normal"
892a8d9124fffff,2025-01-09T20:03:29+00:00,,,Water pressure was reduced
892a8d98493ffff,2025-01-09T20:03:37+00:00,2025-01-06T20:30:00+00:00,2025-01-09T01:03:00+00:00,Fully lost water
892a8d9a0afffff,2025-01-09T20:04:21+00:00,2025-01-07T08:00:00+00:00,2025-01-09T14:15:00+00:00,Water pressure was reduced
892a8d9a663ffff,2025-01-09T20:04:40+00:00,2025-01-06T20:30:00+00:00,2025-01-09T05:00:00+00:00,Fully lost water
892a8d91003ffff,2025-01-09T20:04:58+00:00,2025-01-07T19:00:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892aab64a63ffff,2025-01-09T20:05:34+00:00,2025-01-05T20:02:00+00:00,2025-01-09T20:03:00+00:00,Water pressure was reduced
892aab64eafffff,2025-01-09T20:05:44+00:00,2025-01-06T17:00:00+00:00,2025-01-09T11:00:00+00:00,Fully lost water
892aab65a5bffff,2025-01-09T20:06:05+00:00,,,"Not at all, flow was normal"
892a8d9a36fffff,2025-01-09T20:06:10+00:00,2025-01-06T20:05:00+00:00,2025-01-08T20:05:00+00:00,Fully lost water
892a8d984c7ffff,2025-01-09T20:06:15+00:00,2025-01-06T17:00:00+00:00,2025-01-08T10:30:00+00:00,Fully lost water
892a8d99393ffff,2025-01-09T20:06:44+00:00,,,"Not at all, flow was normal"
892a8d9ac2fffff,2025-01-09T20:06:52+00:00,2025-01-06T22:15:00+00:00,2025-01-09T00:05:00+00:00,Fully lost water
892a8d9b4a7ffff,2025-01-09T20:07:29+00:00,,,"Not at all, flow was normal"
892a8d91e5bffff,2025-01-09T20:07:58+00:00,2025-01-07T05:45:00+00:00,2025-01-09T09:57:00+00:00,Fully lost water
892a8d91417ffff,2025-01-09T20:08:05+00:00,2025-01-07T08:00:00+00:00,,Fully lost water
892a8d9aa53ffff,2025-01-09T20:08:20+00:00,2025-01-07T13:00:00+00:00,2025-01-09T01:00:00+00:00,Fully lost water
892a8d9a433ffff,2025-01-09T20:08:58+00:00,2025-01-07T03:00:00+00:00,2025-01-09T11:00:00+00:00,Fully lost water
892a8d9a573ffff,2025-01-09T20:09:31+00:00,2025-01-06T20:08:00+00:00,2025-01-09T11:08:00+00:00,Water pressure was reduced
892a8d9a3dbffff,2025-01-09T20:09:34+00:00,2025-01-06T20:30:00+00:00,2025-01-09T05:00:00+00:00,Fully lost water
892aab64927ffff,2025-01-09T20:10:40+00:00,2025-01-07T20:06:00+00:00,2025-01-09T20:06:00+00:00,Fully lost water
892a8d9ae77ffff,2025-01-09T20:10:44+00:00,2025-01-06T20:09:00+00:00,2025-01-09T14:00:00+00:00,Water pressure was reduced
892a8d9ac93ffff,2025-01-09T20:11:09+00:00,2025-01-06T22:00:00+00:00,2025-01-08T21:00:00+00:00,Down to just a trickle
892a8d9a143ffff,2025-01-09T20:11:13+00:00,2025-01-06T22:00:00+00:00,2025-01-09T05:00:00+00:00,Fully lost water
892a8d9adc7ffff,2025-01-09T20:12:08+00:00,2025-01-06T23:00:00+00:00,,Fully lost water
892a8d9b20bffff,2025-01-09T20:12:16+00:00,,,"Not at all, flow was normal"
892a8d9110fffff,2025-01-09T20:12:43+00:00,2025-01-07T22:10:00+00:00,2025-01-09T11:10:00+00:00,Fully lost water
892a8d986cbffff,2025-01-09T20:13:16+00:00,2025-01-06T20:12:00+00:00,2025-01-08T20:12:00+00:00,Down to just a trickle
892a8d9ac1bffff,2025-01-09T20:14:02+00:00,2025-01-06T22:30:00+00:00,2025-01-08T20:10:00+00:00,Fully lost water
892a8d91bdbffff,2025-01-09T20:15:52+00:00,2025-01-08T04:52:00+00:00,2025-01-09T10:15:00+00:00,Fully lost water
892a8d9a163ffff,2025-01-09T20:18:24+00:00,2025-01-06T21:17:00+00:00,2025-01-09T16:17:00+00:00,Fully lost water
892a8d9a34bffff,2025-01-09T20:19:14+00:00,2025-01-06T21:18:00+00:00,2025-01-09T03:18:00+00:00,Fully lost water
892a8d9146bffff,2025-01-09T20:19:50+00:00,2025-01-06T20:01:00+00:00,2025-01-09T20:01:00+00:00,"Not at all, flow was normal"
892a8d9a2abffff,2025-01-09T20:20:06+00:00,2025-01-06T23:45:00+00:00,2025-01-09T00:00:00+00:00,Fully lost water
892aab6cc53ffff,2025-01-09T20:20:31+00:00,,,"Not at all, flow was normal"
892a8d9acabffff,2025-01-09T20:20:31+00:00,2025-01-06T19:00:00+00:00,2025-01-08T18:00:00+00:00,Down to just a trickle
892a8d9334bffff,2025-01-09T20:20:36+00:00,2025-01-07T20:19:00+00:00,2025-01-09T11:19:00+00:00,Fully lost water
892a8d91327ffff,2025-01-09T20:21:06+00:00,2025-01-07T20:19:00+00:00,,Fully lost water
892a8d9ae07ffff,2025-01-09T20:21:11+00:00,,,Water pressure was reduced
892a8d9aa7bffff,2025-01-09T20:22:21+00:00,2025-01-06T21:30:00+00:00,2025-01-09T06:00:00+00:00,Fully lost water
892a8d9b50fffff,2025-01-09T20:23:36+00:00,2025-01-06T21:00:00+00:00,2025-01-08T11:22:00+00:00,Fully lost water
892a8d91ad3ffff,2025-01-09T20:24:56+00:00,,,Water pressure was reduced
892a8d9acd7ffff,2025-01-09T20:27:14+00:00,2025-01-07T20:24:00+00:00,2025-01-09T20:00:00+00:00,Fully lost water
892a8d9a227ffff,2025-01-09T20:27:26+00:00,2025-01-06T20:00:00+00:00,2025-01-09T17:08:00+00:00,Fully lost water
892a8d9a2afffff,2025-01-09T20:27:35+00:00,2025-01-06T20:26:00+00:00,2025-01-08T20:27:00+00:00,Fully lost water
892a8d9a373ffff,2025-01-09T20:27:36+00:00,2025-01-06T20:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9144fffff,2025-01-09T20:27:42+00:00,2025-01-07T05:26:00+00:00,2025-01-09T13:27:00+00:00,Fully lost water
892a8d98197ffff,2025-01-09T20:27:49+00:00,2025-01-06T20:27:00+00:00,,Fully lost water
892a8d98017ffff,2025-01-09T20:27:53+00:00,2025-01-07T00:00:00+00:00,2025-01-08T22:00:00+00:00,Down to just a trickle
892a8d9a417ffff,2025-01-09T20:28:26+00:00,2025-01-08T00:00:00+00:00,2025-01-08T22:30:00+00:00,Fully lost water
892a8d98a83ffff,2025-01-09T20:28:40+00:00,2025-01-06T18:00:00+00:00,2025-01-09T00:30:00+00:00,Fully lost water
892a8d915abffff,2025-01-09T20:29:49+00:00,2025-01-07T12:00:00+00:00,2025-01-09T14:30:00+00:00,Fully lost water
892aab65d0fffff,2025-01-09T20:30:08+00:00,2025-01-06T20:29:00+00:00,2025-01-08T21:29:00+00:00,Fully lost water
892a8d9a4dbffff,2025-01-09T20:30:10+00:00,2025-01-07T13:30:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a207ffff,2025-01-09T20:31:26+00:00,2025-01-06T20:15:00+00:00,2025-01-09T01:30:00+00:00,Fully lost water
892a8d9acd3ffff,2025-01-09T20:32:18+00:00,2025-01-08T00:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9acc3ffff,2025-01-09T20:32:31+00:00,2025-01-06T20:32:00+00:00,2025-01-08T20:32:00+00:00,Down to just a trickle
892a8d9a177ffff,2025-01-09T20:32:39+00:00,2025-01-06T20:31:00+00:00,2025-01-09T20:31:00+00:00,Fully lost water
892aab64b4bffff,2025-01-09T20:32:43+00:00,2025-01-06T21:00:00+00:00,2025-01-09T13:30:00+00:00,Fully lost water
892aab64967ffff,2025-01-09T20:32:45+00:00,2025-01-07T10:30:00+00:00,2025-01-09T00:30:00+00:00,Fully lost water
892a8d91267ffff,2025-01-09T20:33:08+00:00,2025-01-07T00:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892a8d9aa57ffff,2025-01-09T20:38:48+00:00,2025-01-06T21:30:00+00:00,2025-01-09T16:00:00+00:00,Down to just a trickle
892a8d98183ffff,2025-01-09T20:39:35+00:00,,2025-01-09T13:00:00+00:00,Fully lost water
892a8d91c03ffff,2025-01-09T20:40:25+00:00,2025-01-07T20:39:00+00:00,,Fully lost water
892a8d9a36fffff,2025-01-09T20:40:41+00:00,,,Water pressure was reduced
892a8d985afffff,2025-01-09T20:41:02+00:00,2025-01-07T19:00:00+00:00,2025-01-09T13:00:00+00:00,Water pressure was reduced
892a8d9a66fffff,2025-01-09T20:44:18+00:00,2025-01-07T05:00:00+00:00,2025-01-08T20:30:00+00:00,Fully lost water
892a8d9ac53ffff,2025-01-09T20:44:57+00:00,2025-01-07T08:00:00+00:00,2025-01-08T17:00:00+00:00,Fully lost water
892a8d91623ffff,2025-01-09T20:46:02+00:00,2025-01-06T12:00:00+00:00,2025-01-09T15:00:00+00:00,Fully lost water
892aab6e83bffff,2025-01-09T20:46:57+00:00,,,"Not at all, flow was normal"
892a8d9a37bffff,2025-01-09T20:48:06+00:00,2025-01-06T22:40:00+00:00,,Fully lost water
892a8d91173ffff,2025-01-09T20:48:27+00:00,2025-01-07T13:00:00+00:00,2025-01-09T15:00:00+00:00,Down to just a trickle
892a8d9135bffff,2025-01-09T20:48:28+00:00,2025-01-06T17:00:00+00:00,2025-01-08T19:00:00+00:00,Fully lost water
892a8d9ac57ffff,2025-01-09T20:48:51+00:00,2025-01-07T12:00:00+00:00,2025-01-09T13:30:00+00:00,Fully lost water
892a8d9a21bffff,2025-01-09T20:50:00+00:00,2025-01-06T20:30:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9108fffff,2025-01-09T20:52:52+00:00,2025-01-07T11:00:00+00:00,2025-01-09T20:51:00+00:00,Fully lost water
892aab65a8fffff,2025-01-09T20:53:28+00:00,,,"Not at all, flow was normal"
892a8d9a203ffff,2025-01-09T20:53:48+00:00,2025-01-07T00:30:00+00:00,2025-01-08T21:30:00+00:00,Fully lost water
892a8d9122bffff,2025-01-09T20:54:25+00:00,2025-01-07T02:00:00+00:00,2025-01-09T00:00:00+00:00,Fully lost water
892a8d91687ffff,2025-01-09T20:59:17+00:00,2025-01-06T22:00:00+00:00,2025-01-09T00:00:00+00:00,Fully lost water
892aab64897ffff,2025-01-09T21:00:04+00:00,2025-01-06T18:59:00+00:00,2025-01-08T20:59:00+00:00,Down to just a trickle
892a8d981dbffff,2025-01-09T21:00:38+00:00,2025-01-06T23:00:00+00:00,2025-01-08T15:00:00+00:00,Fully lost water
892a8d9ae97ffff,2025-01-09T21:01:12+00:00,2025-01-07T21:30:00+00:00,2025-01-08T18:00:00+00:00,Down to just a trickle
892a8d912bbffff,2025-01-09T21:01:13+00:00,2025-01-07T13:00:00+00:00,2025-01-09T16:00:00+00:00,Fully lost water
892a8d98e9bffff,2025-01-09T21:01:21+00:00,2025-01-06T21:30:00+00:00,,Fully lost water
892a8d9b4c7ffff,2025-01-09T21:03:11+00:00,,,"Not at all, flow was normal"
892a8d9802fffff,2025-01-09T21:04:05+00:00,2025-01-06T21:03:00+00:00,,Fully lost water
892a8d9a2cfffff,2025-01-09T21:04:06+00:00,2025-01-06T21:00:00+00:00,2025-01-09T02:00:00+00:00,Fully lost water
892a8d9aedbffff,2025-01-09T21:07:29+00:00,2025-01-07T00:00:00+00:00,2025-01-09T13:05:00+00:00,Fully lost water
892a8d9b58bffff,2025-01-09T21:08:06+00:00,,,"Not at all, flow was normal"
892a8d91c03ffff,2025-01-09T21:08:17+00:00,2025-01-07T11:05:00+00:00,2025-01-09T15:06:00+00:00,Fully lost water
892a8d98c2fffff,2025-01-09T21:08:25+00:00,2025-01-07T21:07:00+00:00,2025-01-09T21:07:00+00:00,Down to just a trickle
892a8d9a61bffff,2025-01-09T21:11:36+00:00,2025-01-07T21:10:00+00:00,,Fully lost water
892a8d9aacfffff,2025-01-09T21:12:02+00:00,2025-01-07T21:10:00+00:00,2025-01-09T21:10:00+00:00,Down to just a trickle
892a8d9a223ffff,2025-01-09T21:13:34+00:00,2025-01-06T17:00:00+00:00,2025-01-09T00:20:00+00:00,Fully lost water
892aab65ca7ffff,2025-01-09T21:15:23+00:00,,,"Not at all, flow was normal"
892a8d91407ffff,2025-01-09T21:16:04+00:00,2025-01-06T21:15:00+00:00,,Fully lost water
892a8d9a5d7ffff,2025-01-09T21:17:28+00:00,2025-01-06T15:11:00+00:00,2025-01-09T13:12:00+00:00,Fully lost water
892a8d91c13ffff,2025-01-09T21:18:51+00:00,2025-01-07T23:17:00+00:00,2025-01-09T10:18:00+00:00,Fully lost water
892a8d9a35bffff,2025-01-09T21:18:53+00:00,2025-01-06T20:15:00+00:00,2025-01-09T11:00:00+00:00,Fully lost water
892a8d9ad57ffff,2025-01-09T21:19:24+00:00,2025-01-06T23:00:00+00:00,2025-01-08T22:00:00+00:00,Down to just a trickle
892a8d9a06fffff,2025-01-09T21:19:29+00:00,2025-01-06T23:30:00+00:00,2025-01-09T11:00:00+00:00,Fully lost water
892a8d9a17bffff,2025-01-09T21:20:10+00:00,2025-01-06T21:19:00+00:00,2025-01-08T21:20:00+00:00,Fully lost water
892aab65b4fffff,2025-01-09T21:21:33+00:00,2025-01-06T23:00:00+00:00,,Water pressure was reduced
892a8d9ac47ffff,2025-01-09T21:21:47+00:00,,,Water pressure was reduced
892a8d91477ffff,2025-01-09T21:22:21+00:00,2025-01-06T21:21:00+00:00,2025-01-09T21:22:00+00:00,Fully lost water
892a8d9a067ffff,2025-01-09T21:22:31+00:00,2025-01-07T01:20:00+00:00,2025-01-09T18:00:00+00:00,Down to just a trickle
892a8d9a223ffff,2025-01-09T21:22:32+00:00,2025-01-06T20:50:00+00:00,2025-01-09T17:22:00+00:00,Fully lost water
892a8d9b503ffff,2025-01-09T21:23:10+00:00,2025-01-06T22:30:00+00:00,2025-01-09T11:30:00+00:00,Down to just a trickle
892a8d9ae7bffff,2025-01-09T21:24:27+00:00,,,Water pressure was reduced
892a8d9a343ffff,2025-01-09T21:24:34+00:00,2025-01-07T01:00:00+00:00,2025-01-09T10:00:00+00:00,Fully lost water
892a8d9a263ffff,2025-01-09T21:25:41+00:00,2025-01-06T20:25:00+00:00,2025-01-09T04:25:00+00:00,Fully lost water
892a8d9b32bffff,2025-01-09T21:27:12+00:00,2025-01-07T02:26:00+00:00,2025-01-08T13:27:00+00:00,Fully lost water
892a8d9a22fffff,2025-01-09T21:27:17+00:00,2025-01-06T20:25:00+00:00,2025-01-09T04:30:00+00:00,Fully lost water
892a8d9ac8fffff,2025-01-09T21:28:05+00:00,,,Fully lost water
892aab6ebbbffff,2025-01-09T21:29:02+00:00,,,"Not at all, flow was normal"
892a8d9b46fffff,2025-01-09T21:29:08+00:00,,,"Not at all, flow was normal"
892a8d91257ffff,2025-01-09T21:29:31+00:00,2025-01-05T21:28:00+00:00,2025-01-08T21:28:00+00:00,Fully lost water
892a8d990c7ffff,2025-01-09T21:31:08+00:00,,,"Not at all, flow was normal"
892a8d9a41bffff,2025-01-09T21:33:09+00:00,2025-01-06T21:31:00+00:00,2025-01-09T21:32:00+00:00,Fully lost water
892aab6591bffff,2025-01-09T21:34:14+00:00,2025-01-06T21:33:00+00:00,2025-01-09T11:00:00+00:00,Fully lost water
892a8d9110fffff,2025-01-09T21:37:04+00:00,2025-01-07T13:20:00+00:00,2025-01-09T21:36:00+00:00,Down to just a trickle
892a8d9152fffff,2025-01-09T21:37:05+00:00,2025-01-07T14:00:00+00:00,2025-01-09T15:00:00+00:00,Fully lost water
892a8d91663ffff,2025-01-09T21:38:28+00:00,2025-01-06T15:00:00+00:00,2025-01-09T01:30:00+00:00,Down to just a trickle
892a8d9a203ffff,2025-01-09T21:38:36+00:00,2025-01-06T21:00:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892aab6595bffff,2025-01-09T21:39:57+00:00,,,"Not at all, flow was normal"
892a8d9a217ffff,2025-01-09T21:40:30+00:00,2025-01-06T23:00:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9a02fffff,2025-01-09T21:40:34+00:00,2025-01-06T09:40:00+00:00,2025-01-08T21:40:00+00:00,Down to just a trickle
892a8d9aadbffff,2025-01-09T21:40:36+00:00,,,Water pressure was reduced
892a8d9a143ffff,2025-01-09T21:41:10+00:00,,,Fully lost water
892a8d9a203ffff,2025-01-09T21:41:41+00:00,2025-01-06T22:00:00+00:00,2025-01-08T15:20:00+00:00,Fully lost water
892a8d9ae07ffff,2025-01-09T21:41:56+00:00,,,Water pressure was reduced
892a8d98017ffff,2025-01-09T21:42:20+00:00,2025-01-07T05:41:00+00:00,2025-01-08T23:30:00+00:00,Fully lost water
892a8d9a353ffff,2025-01-09T21:42:28+00:00,2025-01-06T20:00:00+00:00,,Fully lost water
892aab6591bffff,2025-01-09T21:43:29+00:00,2025-01-06T21:43:00+00:00,2025-01-09T01:43:00+00:00,Fully lost water
892a8d9a397ffff,2025-01-09T21:44:40+00:00,2025-01-06T23:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892a8d9a4a7ffff,2025-01-09T21:44:52+00:00,2025-01-06T21:44:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9a503ffff,2025-01-09T21:44:57+00:00,2025-01-07T00:44:00+00:00,2025-01-08T20:44:00+00:00,Fully lost water
892a8d9127bffff,2025-01-09T21:48:42+00:00,2025-01-06T21:45:00+00:00,2025-01-08T21:46:00+00:00,Fully lost water
892a8d835c3ffff,2025-01-09T21:48:55+00:00,2025-01-07T15:48:00+00:00,2025-01-09T21:48:00+00:00,Water pressure was reduced
892a8d9a40fffff,2025-01-09T21:51:22+00:00,2025-01-07T11:50:00+00:00,2025-01-08T20:51:00+00:00,Fully lost water
892aab6cea3ffff,2025-01-09T21:52:58+00:00,,,"Not at all, flow was normal"
892a8d9a06bffff,2025-01-09T21:53:30+00:00,2025-01-06T21:53:00+00:00,2025-01-09T21:53:00+00:00,Fully lost water
892a8d9828fffff,2025-01-09T21:56:36+00:00,2025-01-06T22:30:00+00:00,2025-01-08T00:55:00+00:00,Fully lost water
892a8d9a387ffff,2025-01-09T21:59:20+00:00,2025-01-07T02:00:00+00:00,2025-01-09T20:05:00+00:00,Fully lost water
892a8d9a273ffff,2025-01-09T22:00:48+00:00,2025-01-06T18:59:00+00:00,2025-01-09T03:45:00+00:00,Fully lost water
892a8d91123ffff,2025-01-09T22:01:13+00:00,2025-01-06T21:59:00+00:00,2025-01-09T21:59:00+00:00,Fully lost water
892a8d9a2c7ffff,2025-01-09T22:02:32+00:00,2025-01-06T22:00:00+00:00,2025-01-09T22:00:00+00:00,Fully lost water
892a8d9a45bffff,2025-01-09T22:08:21+00:00,2025-01-06T07:07:00+00:00,2025-01-09T10:07:00+00:00,Fully lost water
892a8d9ac43ffff,2025-01-09T22:08:37+00:00,,,"Not at all, flow was normal"
892a8d91343ffff,2025-01-09T22:16:01+00:00,2025-01-06T22:00:00+00:00,2025-01-08T21:30:00+00:00,Down to just a trickle
892a8d9a3cbffff,2025-01-09T22:19:11+00:00,2025-01-06T21:00:00+00:00,2025-01-09T02:00:00+00:00,Fully lost water
892a8d9a203ffff,2025-01-09T22:21:45+00:00,2025-01-06T19:00:00+00:00,2025-01-09T14:20:00+00:00,Fully lost water
892a8d9a20bffff,2025-01-09T22:22:07+00:00,,,Fully lost water
892a8d9933bffff,2025-01-09T22:22:44+00:00,,,"Not at all, flow was normal"
892a8d9aa93ffff,2025-01-09T22:26:18+00:00,2025-01-06T22:25:00+00:00,,Water pressure was reduced
892a8d91337ffff,2025-01-09T22:34:22+00:00,2025-01-07T05:05:00+00:00,2025-01-09T16:30:00+00:00,Fully lost water
892a8d9a5a7ffff,2025-01-09T22:36:01+00:00,2025-01-06T21:30:00+00:00,2025-01-08T21:00:00+00:00,Fully lost water
892aab64367ffff,2025-01-09T22:37:15+00:00,,,"Not at all, flow was normal"
892a8d9a5b7ffff,2025-01-09T22:37:46+00:00,2025-01-07T09:00:00+00:00,2025-01-09T13:00:00+00:00,Fully lost water
892a8d9ac1bffff,2025-01-09T22:38:36+00:00,2025-01-07T17:00:00+00:00,2025-01-15T21:00:00+00:00,Fully lost water
892a8d985afffff,2025-01-09T22:40:27+00:00,2025-01-07T19:00:00+00:00,2025-01-08T12:00:00+00:00,Water pressure was reduced
892a8d9a09bffff,2025-01-09T22:42:05+00:00,2025-01-06T22:40:00+00:00,2025-01-09T13:00:00+00:00,Water pressure was reduced
892a8d9a2a7ffff,2025-01-09T22:44:02+00:00,2025-01-07T00:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892aab64963ffff,2025-01-09T22:44:18+00:00,2025-01-07T21:00:00+00:00,2025-01-09T12:00:00+00:00,Fully lost water
892a8d99517ffff,2025-01-09T22:45:08+00:00,2025-01-07T22:44:00+00:00,2025-01-07T22:44:00+00:00,Fully lost water
892a8d9b037ffff,2025-01-09T22:50:03+00:00,2025-01-06T22:00:00+00:00,2025-01-08T07:00:00+00:00,Fully lost water
892a8d9a353ffff,2025-01-09T22:52:32+00:00,2025-01-06T20:00:00+00:00,2025-01-09T17:00:00+00:00,Fully lost water
892a8d9ac17ffff,2025-01-09T22:52:55+00:00,2025-01-07T00:00:00+00:00,2025-01-08T22:00:00+00:00,Fully lost water
892a8d9168fffff,2025-01-09T22:53:12+00:00,2025-01-06T22:51:00+00:00,2025-01-08T22:51:00+00:00,Water pressure was reduced
892a8d9a3c7ffff,2025-01-09T22:53:51+00:00,2025-01-06T21:00:00+00:00,2025-01-08T23:30:00+00:00,Fully lost water
892a8d834dbffff,2025-01-09T22:55:02+00:00,2025-01-07T11:00:00+00:00,,Fully lost water
892aab6cd1bffff,2025-01-09T22:56:05+00:00,,,"Not at all, flow was normal"
892a8d9a36bffff,2025-01-09T22:56:12+00:00,2025-01-06T20:00:00+00:00,2025-01-08T23:00:00+00:00,Fully lost water
892aab6c193ffff,2025-01-09T22:57:03+00:00,,,"Not at all, flow was normal"
892a8d9a3afffff,2025-01-09T22:57:29+00:00,2025-01-06T22:56:00+00:00,2025-01-08T22:56:00+00:00,Down to just a trickle
892a8d9ac1bffff,2025-01-09T22:58:36+00:00,2025-01-07T04:59:00+00:00,2025-01-08T19:00:00+00:00,Fully lost water
892aab65c2bffff,2025-01-09T23:02:06+00:00,,,"Not at all, flow was normal"
892a8d9a2afffff,2025-01-09T23:02:32+00:00,2025-01-06T20:45:00+00:00,2025-01-08T21:50:00+00:00,Fully lost water
